sample category	sample name	protein accessions	spectrum count
364_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U152	53
365_1	./data/pyro_pt1.pout	Q8U1N2	1
366_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4H2	3
367_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZN9	13
368_1	./data/pyro_pt2.pout	Q8U1P6	1
369_1	./data/pyro_pt2.pout	Q8U297	1
370_1	./data/pyro_pt1.pout	Q8U3D3	1
371_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FI48	5
372_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0E6	9
373_1	./data/pyro_pt2.pout	Q8U1D7	1
374_1	./data/pyro_pt1.pout	Q8TH06	1
375_1	./data/pyro_pt1.pout	Q8U196	1
376_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0L6	18
377_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2H3	19
378_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3B0	13
379_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3W0	3
380_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P61877	55
381_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0P9	4
382_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P80319	35
383_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3Y0	24
384_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U442	5
385_1	./data/pyro_pt2.pout	Q8U3L2	1
386_1	./data/pyro_pt1.pout	Q8U1J4,Q8U3U4	1
387_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U194	10
388_1	./data/pyro_pt1.pout	Q8U2P1	2
389_1	./data/pyro_pt1.pout	Q8U1R2	2
390_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0M9	7
391_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U380	18
392_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZL9	3
393_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3I8	3
394_1	./data/pyro_pt1.pout	Q8U4L9	1
395_1	./data/pyro_pt2.pout	Q8U366	1
396_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U040	2
397_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZQ1	20
398_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1S4	4
399_1	./data/pyro_pt1.pout	Q8U0X3	1
400_1	./data/pyro_pt2.pout	Q8U031	1
401_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3F6	1
402_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P42850	84
403_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3R9	6
404_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0F2	3
405_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4A4	3
406_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4H5	11
407_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U228	5
408_1	./data/pyro_pt1.pout	Q8U4B5	1
409_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1T0	5
410_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3D5	29
411_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U490	10
412_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U176	21
413_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U421	9
414_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0P3	6
415_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U430	31
416_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2V2	4
417_1	./data/pyro_pt2.pout	Q8U0G1	1
418_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0C0	2
419_1	./data/pyro_pt2.pout	Q8U1Z7	1
420_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U381	4
421_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZQ0	2
422_1	./data/pyro_pt2.pout	Q8U1V8	1
423_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q9UWR2	3
424_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U333	22
425_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0K5	7
426_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P56709	5
427_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0W9	14
428_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U185	6
429_1	./data/pyro_pt1.pout	Q8U0C4	1
430_1	./data/pyro_pt2.pout	Q8U4C7	1
431_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P58852	5
432_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1R8	16
433_1	./data/pyro_pt1.pout	Q8U435	1
434_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZE2	3
435_1	./data/pyro_pt1.pout	Q8U047	1
436_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1L5	17
437_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1X7	4
438_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0V1	12
439_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2F5	3
440_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4Q7	21
441_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3C1	3
442_1	./data/pyro_pt1.pout	Q8U1F4	1
443_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3D6	12
444_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0J4	11
445_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	O74036	11
446_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0Q0	59
447_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4G4	16
448_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2L3	4
449_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0M4	25
450_1	./data/pyro_pt2.pout	Q8U225	1
451_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U334	7
452_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3J9	6
453_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZX7	5
454_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U374	6
455_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P81414	7
456_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U124	3
457_1	./data/pyro_pt1.pout	Q8U4D2	2
458_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0N0	2
459_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U004	13
460_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4B3	9
460_2	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1U1	8
461_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P83194	20
462_1	./data/pyro_pt1.pout	Q8U310	1
463_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3D4	9
464_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U410	15
465_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4A8	9
466_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZP9	2
467_1	./data/pyro_pt2.pout	Q8U084	1
468_1	./data/pyro_pt1.pout	E7FHW8	1
469_1	./data/pyro_pt1.pout	Q8U4A3	2
470_1	./data/pyro_pt1.pout	Q8U127	1
471_1	./data/pyro_pt2.pout	Q8U1G1	1
472_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4E9	7
473_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U210	7
474_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1T2	7
475_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4R5	7
476_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0Q1	12
477_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U460	3
478_1	./data/pyro_pt1.pout	Q8U0N7	1
479_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZN4	7
480_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1L0	8
481_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZZ6	18
482_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2L5	5
483_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4N4	1
484_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZI4	3
485_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U136	21
486_1	./data/pyro_pt2.pout	Q8U379	1
487_1	./data/pyro_pt1.pout	Q8U3J7	1
488_1	./data/pyro_pt2.pout	Q8U3S1	1
489_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3V7	7
490_1	./data/pyro_pt2.pout	Q8U359	2
491_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U336	4
492_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U159	3
493_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U496	2
493_2	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZS9	16
494_1	./data/pyro_pt1.pout	Q8U024	1
495_1	./data/pyro_pt1.pout	Q9HHB6	1
496_1	./data/pyro_pt1.pout	Q8U3C5	1
497_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0S8	8
498_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P58814	22
499_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1N0	2
500_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P58861	1
501_1	./data/pyro_pt1.pout	Q8TZK5	1
502_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1F5	10
502_2	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3E6	9
503_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHF7	21
503_2	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0X2	3
504_1	./data/pyro_pt1.pout	Q8TZZ4	2
505_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q9HH82	5
506_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZK3	18
507_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0E3	9
508_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U006	6
509_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4I0	3
510_1	./data/pyro_pt1.pout	Q8U0D1	1
511_1	./data/pyro_pt1.pout	Q8U2C7	1
512_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZX1	2
513_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0X0	16
514_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0I7	6
515_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3S7	9
516_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U364	18
517_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3S3	8
518_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0X7	17
519_1	./data/pyro_pt2.pout	Q8U0V6	1
520_1	./data/pyro_pt1.pout	Q8U049	1
521_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2A3	7
522_1	./data/pyro_pt2.pout	Q8U326	2
523_1	./data/pyro_pt2.pout	Q8U1S0	1
524_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U197	3
525_1	./data/pyro_pt2.pout	Q8U303	2
526_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1H0	7
527_1	./data/pyro_pt2.pout	Q8U117	1
528_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U431	4
529_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0P6	5
530_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1K7	12
531_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0M5	10
532_1	./data/pyro_pt2.pout	Q8U107	2
533_1	./data/pyro_pt2.pout	Q8TH09	1
534_1	./data/pyro_pt2.pout	Q8U3X9	1
535_1	./data/pyro_pt2.pout	K2C1_HUMAN	2
536_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3S4	2
537_1	./data/pyro_pt2.pout	Q8U1M1	2
538_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4G0	10
539_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U357	4
540_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P82385	10
541_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4N1	3
542_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1R0	3
543_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZI7	2
544_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZH4	1
545_1	./data/pyro_pt1.pout	Q8U086	2
546_1	./data/pyro_pt1.pout	Q8U068	1
547_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U488	14
548_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZP5	2
549_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U011	14
550_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U172	8
551_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U270	7
552_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3S5	13
553_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U144	1
554_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2W3	6
555_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0Q5	8
556_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U145	4
557_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZH6	9
558_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	O73947	18
559_1	./data/pyro_pt1.pout	Q8U415	3
560_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZM5	3
561_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4A5	24
562_1	./data/pyro_pt2.pout	Q8TZG2	1
563_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U308	3
564_1	./data/pyro_pt2.pout	Q8U4D5	1
565_1	./data/pyro_pt2.pout	Q8U462	1
566_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0Q6	22
567_1	./data/pyro_pt2.pout	Q8U1B1	3
568_1	./data/pyro_pt2.pout	Q8U1Z8	1
569_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4M1	21
570_1	./data/pyro_pt2.pout	Q8U044	1
571_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0N6	8
572_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZV6	3
573_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FI44	22
574_1	./data/pyro_pt2.pout	Q8U3K0	1
575_1	./data/pyro_pt2.pout	Q8U1N8	1
576_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2V7	1
577_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1L9	4
578_1	./data/pyro_pt2.pout	Q8U2E0	1
579_1	./data/pyro_pt2.pout	Q8U322	1
580_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZS1	4
581_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4G1	5
582_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U014	6
583_1	./data/pyro_pt2.pout	Q8U3M5	2
584_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P61875	8
585_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U101	2
586_1	./data/pyro_pt2.pout	Q8U378	2
587_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4B1	2
588_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4F2	3
589_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0K8	22
590_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U479	8
591_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0H4	23
592_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHP6	12
593_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P61993	8
594_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P29603	3
595_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1W7	1
596_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P42180	2
597_1	./data/pyro_pt1.pout	Q8U0S4	1
598_1	./data/pyro_pt2.pout	Q8U4E1	3
599_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51799	20
600_1	./data/pyro_pt1.pout	Q8U3K7	2
601_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4F0	12
602_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZQ5	12
603_1	./data/pyro_pt1.pout	E7FHF1	1
604_1	./data/pyro_pt1.pout	P24297	1
605_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U160	8
606_1	./data/pyro_pt2.pout	Q8U087	1
607_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P50251	8
608_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZW7	13
609_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U309	7
610_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51802	18
611_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4G9	28
612_1	./data/pyro_pt2.pout	Q8U262	1
613_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1T1	4
614_1	./data/pyro_pt2.pout	Q8TH23	1
615_1	./data/pyro_pt1.pout	TRFL_HUMAN	1
616_1	./data/pyro_pt2.pout	Q8U103	2
617_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U375	16
618_1	./data/pyro_pt2.pout	Q8U122	1
619_1	./data/pyro_pt2.pout	Q8U4I7	2
620_1	./data/pyro_pt2.pout	Q8TZU8	1
621_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHD9	3
622_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U017	18
623_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U168	1
624_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TH05	6
625_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2I1	5
626_1	./data/pyro_pt2.pout	Q8U129	1
627_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U025	7
628_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1F8	6
629_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2R7	7
630_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3B1	23
631_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0E5	6
632_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2S7	21
633_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1C4	19
634_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZD9	7
635_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1K3	49
636_1	./data/pyro_pt2.pout	P81409	2
637_1	./data/pyro_pt1.pout	Q8U029	1
638_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P81535	15
639_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3S2	1
640_1	./data/pyro_pt2.pout	Q8U4C1	1
641_1	./data/pyro_pt1.pout	Q8U1Z1	1
642_1	./data/pyro_pt2.pout	Q8U0J7	1
643_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U211	16
644_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3E3	20
645_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZI3	2
646_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0L9	8
647_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U118	2
648_1	./data/pyro_pt2.pout	P95474	1
649_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	TRYP_PIG	4
650_1	./data/pyro_pt2.pout	Q8U3N5	3
651_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZF1	6
652_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U338	3
653_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0N8	2
654_1	./data/pyro_pt2.pout	O73944	1
655_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U000	6
656_1	./data/pyro_pt2.pout	Q8U202	2
657_1	./data/pyro_pt1.pout	Q8U0K0	2
658_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZJ2	12
659_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0Z8	3
660_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0U9	3
661_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4F7	3
662_1	./data/pyro_pt2.pout	Q8U3K5	1
663_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4C8	3
664_1	./data/pyro_pt1.pout	Q8U2L7	2
665_1	./data/pyro_pt1.pout	Q8TZK2	1
666_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2D7	1
667_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHX6	18
668_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3C9	4
669_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U353	4
670_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U274	18
671_1	./data/pyro_pt1.pout	Q8U474	2
672_1	./data/pyro_pt2.pout	Q8TZL7	1
673_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHV9	2
674_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U146	13
675_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZE9	3
676_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1R5	5
677_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2N6	1
678_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2A1	3
679_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3N6	2
680_1	./data/pyro_pt1.pout	Q8U3V4	1
681_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4H3	4
682_1	./data/pyro_pt1.pout	Q8U455	1
683_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHA4	4
684_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3C4	3
685_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1V1	13
686_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3H6	2
687_1	./data/pyro_pt2.pout	Q8U1Y9	1
688_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1U5	8
689_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4F6	28
690_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2T0	4
691_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1S9	14
692_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0Z9	2
693_1	./data/pyro_pt1.pout	Q8U454	1
694_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U170	4
695_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1G2	7
695_2	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U022	4
696_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4Q8	10
697_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2R6	3
698_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1U2	5
699_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3C3	35
700_1	./data/pyro_pt2.pout	Q8U437	1
701_1	./data/pyro_pt2.pout	Q8U0E8	1
702_1	./data/pyro_pt1.pout	E7FHJ3	1
703_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U051	10
704_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U018	10
705_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4J0	17
706_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U016	5
707_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U449	5
708_1	./data/pyro_pt2.pout	Q8U3M9	1
709_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1K2	27
710_1	./data/pyro_pt1.pout	Q8U4H9	2
711_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3Y3	33
712_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U209	3
713_1	./data/pyro_pt2.pout	Q8U2N8	1
714_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51732	7
715_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U355	1
716_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2R4	7
717_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0L8	7
718_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2S9	37
719_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2A8	5
720_1	./data/pyro_pt2.pout	Q8U206	1
721_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZR8	5
722_1	./data/pyro_pt1.pout	Q8U2G3	2
723_1	./data/pyro_pt2.pout	Q8U1E6	2
724_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0M0	4
725_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U459	10
726_1	./data/pyro_pt1.pout	Q8U4Q5	3
727_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0V2	2
728_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U003	9
729_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZY6	5
730_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZZ9	18
731_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3Z6	22
732_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1R7	5
733_1	./data/pyro_pt1.pout	Q8U208	1
734_1	./data/pyro_pt1.pout	Q8U3V0	2
735_1	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U020	3
