sample category	sample name	protein accessions	spectrum count
393	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3I8	3
394	./data/pyro_pt1.pout	Q8U4L9	1
395	./data/pyro_pt2.pout	Q8U366	1
396	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U040	2
397	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZQ1	20
398	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1S4	4
399	./data/pyro_pt1.pout	Q8U0X3	1
400	./data/pyro_pt2.pout	Q8U031	1
401	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3F6	1
402	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P42850	84
403	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3R9	6
404	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0F2	3
405	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4A4	3
406	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4H5	11
407	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U228	5
408	./data/pyro_pt1.pout	Q8U4B5	1
409	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1T0	5
410	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3D5	29
411	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U490	10
412	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U176	21
413	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U421	9
414	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0P3	6
415	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U430	31
416	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2V2	4
417	./data/pyro_pt2.pout	Q8U0G1	1
418	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0C0	2
419	./data/pyro_pt2.pout	Q8U1Z7	1
420	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U381	4
421	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZQ0	2
422	./data/pyro_pt2.pout	Q8U1V8	1
423	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q9UWR2	3
424	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U333	22
425	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0K5	7
426	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P56709	5
427	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0W9	14
428	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U185	6
429	./data/pyro_pt1.pout	Q8U0C4	1
430	./data/pyro_pt2.pout	Q8U4C7	1
431	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P58852	5
432	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1R8	16
433	./data/pyro_pt1.pout	Q8U435	1
434	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZE2	3
435	./data/pyro_pt1.pout	Q8U047	1
436	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1L5	17
437	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1X7	4
438	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0V1	12
439	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2F5	3
440	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4Q7	21
441	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3C1	3
442	./data/pyro_pt1.pout	Q8U1F4	1
443	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3D6	12
444	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0J4	11
445	./data/pyro_pt1.pout,./data/pyro_pt2.pout	O74036	11
446	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0Q0	59
447	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4G4	16
448	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2L3	4
449	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0M4	25
450	./data/pyro_pt2.pout	Q8U225	1
451	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U334	7
452	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3J9	6
453	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZX7	5
454	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U374	6
455	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P81414	7
456	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U124	3
457	./data/pyro_pt1.pout	Q8U4D2	2
458	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0N0	2
459	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U004	13
460	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4B3,Q8U1U1	16
461	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P83194	20
462	./data/pyro_pt1.pout	Q8U310	1
463	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3D4	9
464	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U410	15
465	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4A8	9
466	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZP9	2
467	./data/pyro_pt2.pout	Q8U084	1
468	./data/pyro_pt1.pout	E7FHW8	1
469	./data/pyro_pt1.pout	Q8U4A3	2
470	./data/pyro_pt1.pout	Q8U127	1
471	./data/pyro_pt2.pout	Q8U1G1	1
472	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4E9	7
473	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U210	7
474	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1T2	7
475	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4R5	7
476	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0Q1	12
477	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U460	3
478	./data/pyro_pt1.pout	Q8U0N7	1
479	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZN4	7
480	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1L0	8
481	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZZ6	18
482	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2L5	5
483	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4N4	1
484	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZI4	3
485	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U136	21
486	./data/pyro_pt2.pout	Q8U379	1
487	./data/pyro_pt1.pout	Q8U3J7	1
488	./data/pyro_pt2.pout	Q8U3S1	1
489	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3V7	7
490	./data/pyro_pt2.pout	Q8U359	2
491	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U336	4
492	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U159	3
493	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U496,Q8TZS9	17
494	./data/pyro_pt1.pout	Q8U024	1
495	./data/pyro_pt1.pout	Q9HHB6	1
496	./data/pyro_pt1.pout	Q8U3C5	1
497	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0S8	8
498	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P58814	22
499	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1N0	2
500	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P58861	1
501	./data/pyro_pt1.pout	Q8TZK5	1
502	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1F5,Q8U3E6	18
503	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHF7,Q8U0X2	23
504	./data/pyro_pt1.pout	Q8TZZ4	2
505	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q9HH82	5
506	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZK3	18
507	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0E3	9
508	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U006	6
509	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4I0	3
510	./data/pyro_pt1.pout	Q8U0D1	1
511	./data/pyro_pt1.pout	Q8U2C7	1
512	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZX1	2
513	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0X0	16
514	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0I7	6
515	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3S7	9
516	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U364	18
517	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3S3	8
518	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0X7	17
519	./data/pyro_pt2.pout	Q8U0V6	1
520	./data/pyro_pt1.pout	Q8U049	1
521	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2A3	7
522	./data/pyro_pt2.pout	Q8U326	2
523	./data/pyro_pt2.pout	Q8U1S0	1
524	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U197	3
525	./data/pyro_pt2.pout	Q8U303	2
526	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1H0	7
527	./data/pyro_pt2.pout	Q8U117	1
528	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U431	4
529	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0P6	5
530	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1K7	12
531	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0M5	10
532	./data/pyro_pt2.pout	Q8U107	2
533	./data/pyro_pt2.pout	Q8TH09	1
534	./data/pyro_pt2.pout	Q8U3X9	1
535	./data/pyro_pt2.pout	K2C1_HUMAN	2
536	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3S4	2
537	./data/pyro_pt2.pout	Q8U1M1	2
538	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4G0	10
539	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U357	4
540	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P82385	10
541	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4N1	3
542	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1R0	3
543	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZI7	2
544	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZH4	1
545	./data/pyro_pt1.pout	Q8U086	2
546	./data/pyro_pt1.pout	Q8U068	1
547	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U488	14
548	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZP5	2
549	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U011	14
550	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U172	8
551	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U270	7
552	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3S5	13
553	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U144	1
554	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2W3	6
555	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0Q5	8
556	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U145	4
557	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZH6	9
558	./data/pyro_pt1.pout,./data/pyro_pt2.pout	O73947	18
559	./data/pyro_pt1.pout	Q8U415	3
560	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZM5	3
561	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4A5	24
562	./data/pyro_pt2.pout	Q8TZG2	1
563	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U308	3
564	./data/pyro_pt2.pout	Q8U4D5	1
565	./data/pyro_pt2.pout	Q8U462	1
566	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0Q6	22
567	./data/pyro_pt2.pout	Q8U1B1	3
568	./data/pyro_pt2.pout	Q8U1Z8	1
569	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4M1	21
570	./data/pyro_pt2.pout	Q8U044	1
571	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0N6	8
572	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZV6	3
573	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FI44	22
574	./data/pyro_pt2.pout	Q8U3K0	1
575	./data/pyro_pt2.pout	Q8U1N8	1
576	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2V7	1
577	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1L9	4
578	./data/pyro_pt2.pout	Q8U2E0	1
579	./data/pyro_pt2.pout	Q8U322	1
580	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZS1	4
581	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4G1	5
582	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U014	6
583	./data/pyro_pt2.pout	Q8U3M5	2
584	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P61875	8
585	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U101	2
586	./data/pyro_pt2.pout	Q8U378	2
587	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4B1	2
588	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4F2	3
589	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0K8	22
590	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U479	8
591	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0H4	23
592	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHP6	12
593	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P61993	8
594	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P29603	3
595	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1W7	1
596	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P42180	2
597	./data/pyro_pt1.pout	Q8U0S4	1
598	./data/pyro_pt2.pout	Q8U4E1	3
599	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51799	20
600	./data/pyro_pt1.pout	Q8U3K7	2
601	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4F0	12
602	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZQ5	12
603	./data/pyro_pt1.pout	E7FHF1	1
604	./data/pyro_pt1.pout	P24297	1
605	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U160	8
606	./data/pyro_pt2.pout	Q8U087	1
607	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P50251	8
608	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZW7	13
609	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U309	7
610	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51802	18
611	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4G9	28
612	./data/pyro_pt2.pout	Q8U262	1
613	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1T1	4
614	./data/pyro_pt2.pout	Q8TH23	1
615	./data/pyro_pt1.pout	TRFL_HUMAN	1
616	./data/pyro_pt2.pout	Q8U103	2
617	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U375	16
618	./data/pyro_pt2.pout	Q8U122	1
619	./data/pyro_pt2.pout	Q8U4I7	2
620	./data/pyro_pt2.pout	Q8TZU8	1
621	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHD9	3
622	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U017	18
623	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U168	1
624	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TH05	6
625	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2I1	5
626	./data/pyro_pt2.pout	Q8U129	1
627	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U025	7
628	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1F8	6
629	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2R7	7
630	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3B1	23
631	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0E5	6
632	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2S7	21
633	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1C4	19
634	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZD9	7
635	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1K3	49
636	./data/pyro_pt2.pout	P81409	2
637	./data/pyro_pt1.pout	Q8U029	1
638	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P81535	15
639	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3S2	1
640	./data/pyro_pt2.pout	Q8U4C1	1
641	./data/pyro_pt1.pout	Q8U1Z1	1
642	./data/pyro_pt2.pout	Q8U0J7	1
643	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U211	16
644	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3E3	20
645	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZI3	2
646	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0L9	8
647	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U118	2
648	./data/pyro_pt2.pout	P95474	1
649	./data/pyro_pt1.pout,./data/pyro_pt2.pout	TRYP_PIG	4
650	./data/pyro_pt2.pout	Q8U3N5	3
651	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZF1	6
652	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U338	3
653	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0N8	2
654	./data/pyro_pt2.pout	O73944	1
655	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U000	6
656	./data/pyro_pt2.pout	Q8U202	2
657	./data/pyro_pt1.pout	Q8U0K0	2
658	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZJ2	12
659	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0Z8	3
660	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0U9	3
661	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4F7	3
662	./data/pyro_pt2.pout	Q8U3K5	1
663	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4C8	3
664	./data/pyro_pt1.pout	Q8U2L7	2
665	./data/pyro_pt1.pout	Q8TZK2	1
666	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2D7	1
667	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHX6	18
668	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3C9	4
669	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U353	4
670	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U274	18
671	./data/pyro_pt1.pout	Q8U474	2
672	./data/pyro_pt2.pout	Q8TZL7	1
673	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHV9	2
674	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U146	13
675	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZE9	3
676	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1R5	5
677	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2N6	1
678	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2A1	3
679	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3N6	2
680	./data/pyro_pt1.pout	Q8U3V4	1
681	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4H3	4
682	./data/pyro_pt1.pout	Q8U455	1
683	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHA4	4
684	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3C4	3
685	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1V1	13
686	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3H6	2
687	./data/pyro_pt2.pout	Q8U1Y9	1
688	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1U5	8
689	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4F6	28
690	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2T0	4
691	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1S9	14
692	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0Z9	2
693	./data/pyro_pt1.pout	Q8U454	1
694	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U170	4
695	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1G2,Q8U022	9
696	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4Q8	10
697	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2R6	3
698	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1U2	5
699	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3C3	35
700	./data/pyro_pt2.pout	Q8U437	1
701	./data/pyro_pt2.pout	Q8U0E8	1
702	./data/pyro_pt1.pout	E7FHJ3	1
703	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U051	10
704	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U018	10
705	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4J0	17
706	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U016	5
707	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U449	5
708	./data/pyro_pt2.pout	Q8U3M9	1
709	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1K2	27
710	./data/pyro_pt1.pout	Q8U4H9	2
711	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3Y3	33
712	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U209	3
713	./data/pyro_pt2.pout	Q8U2N8	1
714	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q51732	7
715	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U355	1
716	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2R4	7
717	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0L8	7
718	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2S9	37
719	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2A8	5
720	./data/pyro_pt2.pout	Q8U206	1
721	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZR8	5
722	./data/pyro_pt1.pout	Q8U2G3	2
723	./data/pyro_pt2.pout	Q8U1E6	2
724	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0M0	4
725	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U459	10
726	./data/pyro_pt1.pout	Q8U4Q5	3
727	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0V2	2
728	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U003	9
729	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZY6	5
730	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZZ9	18
731	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3Z6	22
732	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1R7	5
733	./data/pyro_pt1.pout	Q8U208	1
734	./data/pyro_pt1.pout	Q8U3V0	2
735	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U020	3
736	./data/pyro_pt1.pout,./data/pyro_pt2.pout	P61885	5
737	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZW1	18
738	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1L6	9
739	./data/pyro_pt1.pout	Q8U363	2
740	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2S5	28
741	./data/pyro_pt2.pout	Q8U0K1	1
742	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0M6	3
743	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4B4	2
744	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0V4	5
745	./data/pyro_pt2.pout	Q8U4K0	1
746	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0L5	6
747	./data/pyro_pt1.pout	Q8U0G9	1
748	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1N3	2
749	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U155	4
750	./data/pyro_pt1.pout	Q8TZZ2	1
751	./data/pyro_pt1.pout,./data/pyro_pt2.pout	O93634	5
752	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1F9	5
753	./data/pyro_pt1.pout	Q8U3Z9	1
754	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1L1	9
755	./data/pyro_pt1.pout	Q8TZI9	1
756	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U034	7
757	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2Y3	4
758	./data/pyro_pt2.pout	Q8TZN1	2
759	./data/pyro_pt1.pout	Q8U4G6	2
760	./data/pyro_pt1.pout	Q8TZL8	1
761	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHU4	2
762	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FI46	4
763	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2L4	4
764	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZM9	4
765	./data/pyro_pt1.pout	Q8U191	3
766	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q9V2Z7	25
767	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHH1	9
768	./data/pyro_pt2.pout	Q8U4L2	3
769	./data/pyro_pt1.pout,./data/pyro_pt2.pout	E7FHN9	3
770	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4C2	7
771	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q9HGZ8	12
772	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U4P1	5
773	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q9HGZ9	13
774	./data/pyro_pt2.pout	Q8U2H4	7
775	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZJ9	11
776	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U409	9
777	./data/pyro_pt1.pout	Q8U483	1
778	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U2F2	2
779	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U1R9	8
780	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U207	3
781	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U221	29
782	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U100	5
783	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZP0	7
784	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0R8	10
785	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U3H1	16
786	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U097	6
787	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8TZW4	25
788	./data/pyro_pt1.pout,./data/pyro_pt2.pout	Q8U0A9	6
789	./data/pyro_pt1.pout	Q8U3Z8	1
